text,stance
اوكي انا ما باغي ولاد ما باغي نتزوج ممكن منديرش لقاح,0
فسروها انتوا بقى ..بعد تطعيمه بجرعتين من لقاح فايزر: كبير حاخامات تل أبيب يصاب بكورونا..؟ المدهش ان الشركه المنتجه اخدت براءه من اى  عوارض جانبيه حتى الموت والاكثر دهشه انها قالت لابد من ارتداء الكمامه بعد التطعيم ههههههه التطعيم ده شكله مايه تحت الجلد بيلموا بيها فلوس,-1
كل العالم عم تتشكر بلدا كرمال لقاح الكورونا ونحن هون ما عارفين اذا رح نموت من الجوع او من المرض <LF>بس بكل الاحوال<LF>#صباحو ☕️,0
حرمان المواطنين الإيرانيين من اللقاح ينذر بمآلات خطيرة KhameneiVirus via @USER https://t.co/r72THxaE6P #KhameneiVirus #خامنئي_عدو_مشترك #لقاح_كورونا #لقاح_فايزر #لقاح_كوفيد_19 #لقاح_فيروس_كورونا<LF>#FreePoliticalPrisoners<LF><LF>#Noimpunity4mullahs,0
روسيا والجزائر.. تعاون لإنتاج لقاح سبوتنيك-في<LF>#روسيا #الجزائر https://t.co/9s3WYzUC5z,1
الحمدلله على نعمة #المملكه_lلعربيه_السعوديه <LF>تم التطعيم بالجرعة الاولى من لقاح كورونا ، الله ينفع به.<LF><LF>احتراف<LF>تنظيم<LF>حفاوة<LF>سلاسة<LF><LF>شكراً وزارة الصحة<LF>شكراً يا وطني 🇸🇦💙 https://t.co/UQjPGkyCfw,1
مصر هتستخدم لقاح نصر-28 المطور فى معامل القوات المسلحة,1
*أعلنت الحكومة السورية منذ قليل عدم نِيّتها شراء لقاح كورونا للشعب السوري<LF> لأنه سوف يتم تهريبه من لبنان في الأسبوع الأول من شهر شباط 😅,0
100 مليون جرعة من التلقيح حول العالم🌎 <LF>أكثر من 3 ملايين في الإمارات🇦🇪 وهي من أكثر الدول في العالم التي نجحت استراتيجيا ولوجيستيا وإنسانيا في مكافحة هذا الفيروس اللعين<LF>دخلت اليوم مكتبي محصنة بجرعتي لقاح يغبطني عليهما أصدقاء في واشنطن ولندن ومدن أخرى مازالت تحاول استدراك ارتباكها! https://t.co/um4KkoQuXG,1
عملية شراء لقاح #كورونا في #تركيا تم بشكل سري ومغلق لانه مخصص لمؤيدين سياسة اردوغان والمعارضين إلى الجحيم .<LF><LF>@USER https://t.co/UrT8x2noWu,1
"يتلقى السفير الأمريكي جون #أبي_زيد الجرعة الثانية من لقاح #كوفيد_19. وقد علق السفير #أبي_زيد خلال زيارته لمركز اللقاح:  ""أود أن أؤكد للمجتمع الأمريكي هنا أن اللقاح آمن وفعال. إن التنظيم والكفاءة السعودية اللذان شهدتهما اليوم كانا في غاية الروعة "". https://t.co/zgU91uqFI3",1
"عبدالله بن دفنا لدى تلقيه أول جرعة من لقاح ""#كوفيد_19"": "" أنصح الجميع بالتطعيم حفاظًا على سلامتهم وسلامة أسرهم""<LF><LF>#اخترت_التطعيم<LF>@USER https://t.co/29XxYkyR9E",1
لقاح كورونا.. بريشة #دعاء_العدل https://t.co/9wlRNgRg5r,0
وزيرة الصحة: #مصر أول دولة إفريقية تبدأ التطعيم بلقاحات فيروس كورونا https://t.co/GhSb4JPa1U #العربية,1
بكره موعد لقاح امي للكورونا ❤️😄<LF>والحامي رب العالمين..طبعا سألت اكثر من شخص وانا مقتنع بالموضوع..وجدة صاحبي اخذته من اسبوع وامورها طيبة والحمد لله..,1
مع بدء تلقي أول أبره لقاح بالأمس تولد لدينا شعور بعوده الحياه الطبيعيه من جديد.,1
طؤبرني معليش. ما فيك تحكينا بمؤامرة Bill Gates اللي بدو يفوّت شريحة صغيرة على جسمك ت يقدر يتحكم فيك ويسحب معلومات عنك بس تعمل لقاح الكورونا، وانت من يومين عامل accept على شروط واتساب الجداد بلا ما تقراهن. هودي غير الapps التانيين اللي عاملن accept.<LF>بعد ما حكينا بالfishing 🎣,1
للمعلومية 🇸🇦💚<LF><LF>بعد حصول السفير الأمريكي لدى المملكة لقاح كورونا اكد السفير :<LF><LF>إذا كان هناك مكان امن للوقاية من فيروس كورونا في العالم فهو في المملكة العربية #السعودية 💚🇸🇦,1
فرحة سعودي يتلقى لقاح #كورونا.. والسبب أن ابنته هي من تعطيه التطعيم https://t.co/HCX4yxeNHe,1
وهاب يعلن تلقيه لقاح كورونا في دبي :لا أعرف ماذا يمنع لبنان من الإستعجال في الحصول عليه <LF>#LBCINews @USER <LF>https://t.co/KeHoYglHw3,1
🌷الحمدلله وبفضله...<LF>تم أخذ الجرعة الثانية من #لقاح_كوفيد_19 <LF>الأولى في #الرياض<LF>الثانية في #الظهران<LF>تنافس رائع وجميل بين أحسن استقبال وأفضل خدمة وأجمل تنظيم..<LF>🌷أقول صدقاً الحمدلله على نعمة #السعودية_العظمى https://t.co/1VocJYQIoW,1
لقاح السم  لهالسلطة كاملة.... قضاء وقدر  #صار_الوقت,0
قرار رفض اللقاحات المشكوك فيها أو التي لم يتم اختبارها بشكل كافٍ بشأن التكنولوجيا أو السلامة أو الموثوقية هو حق غير قابل للنقاش.<LF>#لقاح_آمن,0
☇قدمت #أمازون عرضها  لمساعدة<LF> بايدن على الإسراع في توزيع لقاح<LF> كورونا، بعد أشهر من السكوت التام،<LF>مما طرح تساؤلات حول ما إذا كانت<LF> أمازون قد قدمت عروضا مماثلة<LF>لإدارة ارامب؟!<LF> قدمت(أمازون) مساعدتها بمجرد ان تولي بايدن منصبه!!!<LF><LF>(وفقا ل نيويورك_بوست) https://t.co/9eiX0m8VIW,1
اللقاح الروسي #سبوتنيك-V يصنف في هذه المرحلة بين اللقاحات الأكثر فاعلية ضد #كورونا.<LF> https://t.co/K6e9ly6Ql2,1
الحمد لله.  تلقيت اليوم  الجرعة الثانية من #لقاح_كوفيد_19 كان التنظيم والاستقبال والأداء منظما ومناسبا مثل ما كانت الجرعة الأولى<LF>أتقدم بالشكر لقيادتنا الرشيدة لحرصها الدائم على صحة الفرد والمجتمع، وأذكر جميع من أخذ الجرعة الأولى بضرورة أخذ الجرعة الثانية في موعدها.<LF>حفظكم الله  🤲🏻 https://t.co/biEBBSPpfI,1
حبيت اذكركم انه احداث فيلم l’m legend كانت بتدور في عام 2021 <LF>والناس تحولت ل zombies بسبب لقاح غلط 🙄,1
وزير الصحة التركي يؤكد ضرورة تلقي الجميع لقاح #كورونا من أجل ضمان عودة الحياة إلى طبيعتها https://t.co/fciXngkAqR,1
#بقلم_المقاومة<LF>#على_نهج_حزب_الله<LF>طلب احدهم في الحكومة تخصيص المبلغ لاستيراد لقاح فايزر فقط <LF>يعتبر خسا××سة تعودنا عليها من البعض في الحكومة.<LF>ما مشكلة في شركات وناس خلوقة محترمة ممكن تستجلب اللقاحات🤷‍♀️<LF>أما حصارنا وتركيعنا صعبة تحصلوا عليها لا بالسلم ولا بالحرب.<LF>وأملنا بالله كبير😊🙏 https://t.co/tcKgmBphr2,1
هل تعلم أن فيلم i Am Legend أحداثه تدور  في عام 2021 وفيه قد تحول الناس إلى زومبي بسبب لقاح خاطئ! https://t.co/DJNPhkcoLR,0
اللقاح الأمريكي لم ينجح في الاختبارات السريرية ورغم ذالك تم اعتماده بشكل رسمي بسبب الوضع الحرج الذي تمر بها امريكا<LF>#نريد_لقاح_آمن,-1
لأنه من إنتاج أياد طاهره<LF>وعقول مدهشه<LF>وقلوب نقيه<LF>ولأنهم الثقه<LF>لا أثق إلا باللقاح الإيراني<LF>#لقاح_آمن https://t.co/rMhomgXaLZ,1
الحصول على لقاح كوفيد19 هو أمر اختياري في السويد💉 ومتوفر بشكل مجاني للمقيمين فيها، وبحسب إحصاءات هيئة الصحة العامة السويدية، فقد حصل قرابة الـ 150 ألف شخص على لقاح كوفيد19 في السويد حتى الآن ومن المقرر أن يحصل جميع البالغين عليه في النصف الأول من عام 2021 .,1
سمعت النهارده ضيف على قناه MBC مصر بيقول ان لقاح الكورونا مش عارفين مدى فعاليته وانه مش مهم اوى الكل ياخده ومش عارفين هايفضل اد ايه فى الجسم وبعد اد ايه ممكن الانسان يتعدى تانى من الفيرس ...<LF><LF>هما علشان مش عارفين يوفروا يجيبوا لينا اللقاح فقرروا يقللوا من اهميته !! فيه ايه ..,1
تتوقع شركة Pfizer أن تصل إيراداتها هذا العام إلى 15 مليار دولار من لقاح فيروس #كورونا، الذي طورته بالتعاون مع BioNTech.<LF><LF>تجارة قديمة جديدة تتطور حاليا، ويكذب من يقول إن العالم كله خاسر من الجائحة. https://t.co/TXORfN48f1,1
العاهل المغربي يدشن حملة التطعيم ضد كورونا بتلقيه اللقاح المضاد للفيروس  <LF>https://t.co/NjSgrtgeuH,1
@USER عطوهم وظايف المواطنين وخلوهم مدراء عليهم وباعوا لهم الفيز واحتلونا بارضنا وبطاقة زائر تنباع مثل البسكوت جت على لقاح عادي مجرد لقاح ما تفرق هما فقط يثبتون انو ارض السعوديه ارض الله وخيرها للمسلمين وللكفار بعد احنا للجميع ماشاءالله,0
رغم تلقيه جرعتي لقاح فايزر ... النائب الديموقراطي في الكونغرس الأمريكي ستيفن لينش يصاب بفايروس #كورونا .<LF><LF>يورو نيوز https://t.co/7cuPWPPuWK,-1
منظمة إسرائيلية تكشف عن فعالية #لقاح_فايزر بعد الجرعة الثانية <LF>https://t.co/qBO3ndPnaK,1
عاجل | بايدن: أعتقد أنه بإمكاننا تطعيم مليون ونصف أمريكي في اليوم,1
والله مجرمين منثق بأي لقاح منهم<LF>#نريد_لقاح_آمن,1
أ.ف.ب: السيد خامنئي يحظر استيراد لقاحات أميركية وبريطانية مضادة لكورونا إلى إيران.<LF><LF>هذا ردي على من كان يقول بتعليقه على تغريدة سابقة ان ايران طلبت لقاح فايزر  !!,1
نائبة الرئيس الأميركي تتلقى الجرعة الثانية من لقاح #كورونا<LF>#العربية https://t.co/Hz05T39N4l,1
صور لأولى شحنات لقاح أسترازينيكا التي وصلت اليوم إلى المغرب. https://t.co/aIkwASCPgN,1
#أسامة_كمال:موضوع متصل بس بيثير سؤال عندي، نيويورك بوست قالت إن إرهابيين وسجناء بيواجهوا اتهامات بإرهاب وفى مقدمتهم خالد شيخ محمد المتهم بتدبير دبرأحداث 11 سبتمبر هياخدوا لقاح كورونا، قبل كثير من الأمريكان,0
